Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,FirstName,LastName,suffix,batterid
Cory Spangenberg,28,519,MLB-NL,Milwaukee,32,102,95,11,22,2,2,2,10,6,1,36,0,1,0,1,3,0,0.232,0.277,0.358,0.635,Cory,Spangenberg,Spangenberg,605486
Glenn Sparkman,27,604,MLB-AL,Kansas City,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Glenn,Sparkman,Sparkman,642098
George Springer,29,519,MLB-AL,Houston,122,556,479,96,140,20,3,39,96,67,1,113,6,0,4,12,6,1,0.292,0.383,0.591,0.974,George,Springer,Springer,543807
Jacob Stallings,29,519,MLB-NL,Pittsburgh,70,210,191,26,50,5,0,6,13,16,5,40,2,1,0,3,0,0,0.262,0.325,0.382,0.708,Jacob,Stallings,Stallings,607732
Eric Stamets,27,686,MLB-AL,Cleveland,15,48,41,4,2,1,0,0,2,5,0,24,0,1,1,2,0,0,0.049,0.149,0.073,0.222,Eric,Stamets,Stamets,608715
Craig Stammen,35,575,MLB-NL,San Diego,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Craig,Stammen,Stammen,489334
Giancarlo Stanton,29,519,MLB-AL,New York,18,72,59,8,17,3,0,3,13,12,0,24,0,0,1,1,0,0,0.288,0.403,0.492,0.894,Giancarlo,Stanton,Stanton,519317
Bubba Starling,26,523,MLB-AL,Kansas City,56,197,186,26,40,7,0,4,12,9,0,56,1,1,0,4,2,0,0.215,0.255,0.317,0.572,Bubba,Starling,Starling,605490
Max Stassi,28,545,MLB-AL,"Houston,Los Angeles",51,147,132,7,18,1,0,1,5,12,0,49,1,0,2,3,0,0,0.136,0.211,0.167,0.378,Max,Stassi,Stassi,545358
Robert Stephenson,26,643,MLB-NL,Cincinnati,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Robert,Stephenson,Stephenson,596112
Andrew Stevenson,25,519,MLB-NL,Washington,30,37,30,4,11,1,1,0,0,6,0,11,1,0,0,1,0,1,0.367,0.486,0.467,0.953,Andrew,Stevenson,Stevenson,664057
Brock Stewart,27,702,MLB-NL,Los Angeles,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.667,1.0,Brock,Stewart,Stewart,592779
Christin Stewart,25,519,MLB-AL,Detroit,104,416,369,32,86,25,1,10,40,34,3,103,7,0,6,3,0,1,0.233,0.305,0.388,0.693,Christin,Stewart,Stewart,621514
DJ Stewart,25,520,MLB-AL,Baltimore,44,142,126,15,30,6,0,4,15,14,1,26,1,0,1,3,1,2,0.238,0.317,0.381,0.698,DJ,Stewart,Stewart,621466
Trevor Story,26,520,MLB-NL,Colorado,145,656,588,111,173,38,5,35,85,58,0,174,7,0,3,3,23,7,0.294,0.363,0.554,0.917,Trevor,Story,Story,596115
Matt Strahm,27,551,MLB-NL,San Diego,16,27,21,1,6,2,0,0,1,2,0,12,0,4,0,0,0,0,0.286,0.348,0.381,0.729,Matt,Strahm,Strahm,621381
Dee Strange-Gordon,31,519,MLB-AL,Seattle,117,421,393,36,108,12,6,3,34,18,1,61,1,3,6,8,22,5,0.275,0.304,0.359,0.663,Dee,Strange-Gordon,Strange-Gordon,543829
Stephen Strasburg,30,522,MLB-NL,Washington,33,80,72,4,12,1,0,1,10,3,0,25,0,5,0,0,0,0,0.167,0.2,0.222,0.422,Stephen,Strasburg,Strasburg,544931
Chris Stratton,28,597,"MLB-NL,MLB-AL","Pittsburgh,Los Angeles",3,4,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0.0,0.0,0.0,0.0,Chris,Stratton,Stratton,608717
Myles Straw,24,519,MLB-AL,Houston,56,128,108,27,29,4,2,0,7,19,0,24,0,1,0,2,8,1,0.269,0.378,0.343,0.721,Myles,Straw,Straw,664702
Ross Stripling,29,523,MLB-NL,Los Angeles,14,24,20,1,3,0,0,0,1,2,0,7,0,2,0,1,0,0,0.15,0.227,0.15,0.377,Ross,Stripling,Stripling,548389
Marcus Stroman,28,521,"MLB-AL,MLB-NL","Toronto,New York",12,25,23,2,1,0,0,0,0,0,0,13,0,2,0,1,0,0,0.043,0.043,0.043,0.087,Marcus,Stroman,Stroman,573186
Garrett Stubbs,26,519,MLB-AL,Houston,19,39,35,8,7,3,0,0,2,4,0,7,0,0,0,1,1,0,0.2,0.282,0.286,0.568,Garrett,Stubbs,Stubbs,596117
Andrew Suarez,26,646,MLB-NL,San Francisco,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Andrew,Suarez,Suarez,605498
Eugenio Suarez,27,519,MLB-NL,Cincinnati,159,662,575,87,156,22,2,49,103,70,4,189,11,0,6,12,3,2,0.271,0.358,0.572,0.93,Eugenio,Suarez,Suarez,553993
Jose Suarez,21,573,MLB-AL,Los Angeles,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jose,Suarez,Suarez,660761
Ranger Suarez,23,521,MLB-NL,Philadelphia,4,5,4,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0.25,0.25,0.25,0.5,Ranger,Suarez,Suarez,624133
Jesus Sucre,31,675,MLB-AL,Baltimore,20,67,62,3,13,2,0,0,3,4,0,13,1,0,0,1,0,0,0.21,0.269,0.242,0.511,Jesus,Sucre,Sucre,491696
Wander Suero,27,691,MLB-NL,Washington,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Wander,Suero,Suero,593833
Brent Suter,29,524,MLB-NL,Milwaukee,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Brent,Suter,Suter,608718
Ichiro Suzuki,45,711,MLB-AL,Seattle,2,6,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.167,0.0,0.167,Ichiro,Suzuki,Suzuki,400085
Kurt Suzuki,35,519,MLB-NL,Washington,85,309,280,37,74,11,0,17,63,20,1,36,6,0,3,10,0,1,0.264,0.324,0.486,0.809,Kurt,Suzuki,Suzuki,435559
Dansby Swanson,25,519,MLB-NL,Atlanta,127,545,483,77,121,26,3,17,65,51,2,124,5,1,5,7,10,4,0.251,0.325,0.422,0.748,Dansby,Swanson,Swanson,621020
Erik Swanson,25,678,MLB-AL,Seattle,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Erik,Swanson,Swanson,657024
Blake Swihart,27,568,"MLB-NL,MLB-AL","Arizona,Boston",43,99,92,13,15,1,0,4,13,6,0,36,1,0,0,2,0,0,0.163,0.222,0.304,0.527,Blake,Swihart,Swihart,596119
Noah Syndergaard,26,519,MLB-NL,New York,30,69,65,6,6,1,0,2,2,3,0,47,0,1,0,1,0,0,0.092,0.132,0.2,0.332,Noah,Syndergaard,Syndergaard,592789
Jameson Taillon,27,676,MLB-NL,Pittsburgh,5,11,8,0,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0.25,0.25,0.25,0.5,Jameson,Taillon,Taillon,592791
Masahiro Tanaka,30,670,MLB-AL,New York,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Masahiro,Tanaka,Tanaka,547888
Raimel Tapia,25,519,MLB-NL,Colorado,138,447,426,54,117,23,5,9,44,21,0,100,0,0,0,2,9,3,0.275,0.309,0.415,0.724,Raimel,Tapia,Tapia,606132
Fernando Tatis Jr.,20,566,MLB-NL,San Diego,84,372,334,61,106,13,6,22,53,30,1,110,5,0,3,4,16,6,0.317,0.379,0.59,0.969,Fernando,Tatis Jr.,Jr.,665487
Mike Tauchman,28,540,MLB-AL,New York,87,296,260,46,72,18,1,13,47,34,0,71,1,0,1,9,6,0,0.277,0.361,0.504,0.865,Mike,Tauchman,Tauchman,643565
Beau Taylor,29,538,MLB-AL,"Toronto,Oakland",11,30,25,3,4,0,0,2,2,4,0,7,1,0,0,0,0,0,0.16,0.3,0.4,0.7,Beau,Taylor,Taylor,607333
Chris Taylor,28,519,MLB-NL,Los Angeles,124,414,366,52,96,29,4,12,52,37,3,115,4,2,5,6,8,0,0.262,0.333,0.462,0.794,Chris,Taylor,Taylor,621035
Michael A. Taylor,28,519,MLB-NL,Washington,53,97,88,10,22,7,0,1,3,7,0,34,0,2,0,0,6,0,0.25,0.305,0.364,0.669,Michael,A.,Taylor,572191
Tyrone Taylor,25,519,MLB-NL,Milwaukee,15,12,10,1,4,2,0,0,1,1,0,1,1,0,0,0,0,0,0.4,0.5,0.6,1.1,Tyrone,Taylor,Taylor,621438
Julio Teheran,28,530,MLB-NL,Atlanta,32,60,55,1,6,1,0,0,4,0,0,24,0,4,1,0,0,0,0.109,0.107,0.127,0.234,Julio,Teheran,Teheran,527054
Ruben Tejada,29,559,MLB-NL,New York,6,9,9,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Ruben,Tejada,Tejada,514913
Rowdy Tellez,24,519,MLB-AL,Toronto,111,409,370,49,84,19,0,21,54,29,3,116,7,0,3,9,1,1,0.227,0.293,0.449,0.742,Rowdy,Tellez,Tellez,642133
Matt Thaiss,24,519,MLB-AL,Los Angeles,53,164,147,17,31,7,0,8,23,17,0,52,0,0,0,4,0,0,0.211,0.293,0.422,0.714,Matt,Thaiss,Thaiss,642136
Eric Thames,32,519,MLB-NL,Milwaukee,149,459,396,67,98,23,2,25,61,51,4,140,10,0,2,0,3,2,0.247,0.346,0.505,0.851,Eric,Thames,Thames,519346
Lane Thomas,23,552,MLB-NL,St. Louis,34,44,38,6,12,0,1,4,12,4,0,8,2,0,0,1,1,1,0.316,0.409,0.684,1.093,Lane,Thomas,Thomas,657041
Trent Thornton,25,657,MLB-AL,Toronto,1,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.333,Trent,Thornton,Thornton,663423
Charlie Tilson,26,594,MLB-AL,Chicago,54,157,144,16,33,5,0,1,12,10,1,38,3,0,0,1,4,0,0.229,0.293,0.285,0.578,Charlie,Tilson,Tilson,605508
Jesus Tinoco,24,522,MLB-NL,Colorado,6,6,5,1,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0.2,0.2,0.2,0.4,Jesus,Tinoco,Tinoco,622786
Yasmany Tomás,28,580,MLB-NL,Arizona,4,6,6,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0.0,0.0,0.0,0.0,Yasmany,Tomás,Tomás,630111
Josh Tomlin,34,564,MLB-NL,Atlanta,5,6,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Josh,Tomlin,Tomlin,458708
Abraham Toro,22,519,MLB-AL,Houston,25,89,78,13,17,3,2,2,9,9,0,19,1,0,1,2,1,1,0.218,0.303,0.385,0.688,Abraham,Toro,Toro,647351
Luis Torrens,23,519,MLB-NL,San Diego,7,16,14,2,3,1,0,0,0,2,0,6,0,0,0,1,0,0,0.214,0.313,0.286,0.598,Luis,Torrens,Torrens,620443
Gleyber Torres,22,519,MLB-AL,New York,144,604,546,96,152,26,0,38,90,48,3,129,3,1,6,10,5,2,0.278,0.337,0.535,0.871,Gleyber,Torres,Torres,650402
Ronald Torreyes,26,519,MLB-AL,Minnesota,7,17,16,3,3,0,0,0,1,0,0,3,1,0,0,0,1,0,0.188,0.235,0.188,0.423,Ronald,Torreyes,Torreyes,591720
Touki Toussaint,23,625,MLB-NL,Atlanta,6,10,9,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0.0,0.0,0.0,0.0,Touki,Toussaint,Toussaint,657053
Wilfredo Tovar,27,558,MLB-AL,Los Angeles,31,88,83,5,16,5,0,0,5,5,0,15,0,0,0,0,0,0,0.193,0.239,0.253,0.492,Wilfredo,Tovar,Tovar,541600
Sam Travis,25,520,MLB-AL,Boston,59,157,144,17,31,4,1,6,16,11,2,36,1,0,1,6,2,0,0.215,0.274,0.382,0.656,Sam,Travis,Travis,607752
Jose Trevino,26,519,MLB-AL,Texas,40,126,120,18,31,9,0,2,13,3,0,27,0,1,2,6,0,0,0.258,0.272,0.383,0.655,Jose,Trevino,Trevino,624431
Mike Trout,27,541,MLB-AL,Los Angeles,134,600,470,110,137,27,2,45,104,110,14,120,16,0,4,5,11,0,0.291,0.438,0.645,1.083,Mike,Trout,Trout,545361
Mark Trumbo,33,519,MLB-AL,Baltimore,12,31,29,1,5,3,0,0,3,2,0,5,0,0,0,2,0,0,0.172,0.226,0.276,0.502,Mark,Trumbo,Trumbo,444432
Cole Tucker,22,526,MLB-NL,Pittsburgh,56,159,147,16,31,10,3,2,13,10,1,40,1,1,0,2,0,0,0.211,0.266,0.361,0.626,Cole,Tucker,Tucker,657061
Kyle Tucker,22,519,MLB-AL,Houston,22,72,67,15,18,6,0,4,11,4,1,20,1,0,0,1,5,0,0.269,0.319,0.537,0.857,Kyle,Tucker,Tucker,663656
Troy Tulowitzki,34,698,MLB-AL,New York,5,13,11,1,2,1,0,1,1,2,0,4,0,0,0,1,0,0,0.182,0.308,0.545,0.853,Troy,Tulowitzki,Tulowitzki,453064
Spencer Turnbull,26,640,MLB-AL,Detroit,3,8,8,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Spencer,Turnbull,Turnbull,605513
Justin Turner,34,524,MLB-NL,Los Angeles,135,549,479,80,139,24,0,27,67,51,1,88,14,0,5,11,2,0,0.29,0.372,0.509,0.881,Justin,Turner,Turner,457759
Trea Turner,26,519,MLB-NL,Washington,122,568,520,96,155,37,5,19,57,43,2,112,3,0,2,10,35,5,0.298,0.354,0.498,0.852,Trea,Turner,Turner,607208
Duane Underwood Jr.,24,573,MLB-NL,Chicago,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Duane,Underwood Jr.,Jr.,621249
Justin Upton,31,538,MLB-AL,Los Angeles,63,256,219,34,47,8,0,12,40,32,0,78,0,0,5,5,1,1,0.215,0.309,0.416,0.724,Justin,Upton,Upton,457708
Jose Urena,27,633,MLB-NL,Miami,13,22,19,1,0,0,0,0,0,1,0,14,0,2,0,1,0,0,0.0,0.05,0.0,0.05,Jose,Urena,Urena,570632
Richard Urena,23,519,MLB-AL,Toronto,30,80,74,4,18,6,0,0,4,2,0,23,1,3,0,0,0,0,0.243,0.273,0.324,0.597,Richard,Urena,Urena,620446
Julio Urias,22,563,MLB-NL,Los Angeles,14,18,12,0,3,0,0,0,2,1,0,4,0,5,0,0,0,0,0.25,0.308,0.25,0.558,Julio,Urias,Urias,628711
Luis Urias,22,519,MLB-NL,San Diego,71,249,215,27,48,8,1,4,24,25,0,56,9,0,0,8,0,0,0.223,0.329,0.326,0.655,Luis,Urias,Urias,649966
Jose Urquidy,24,584,MLB-AL,Houston,2,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jose,Urquidy,Urquidy,664353
Gio Urshela,27,519,MLB-AL,New York,132,476,442,73,139,34,0,21,74,25,1,87,5,0,4,13,1,1,0.314,0.355,0.534,0.889,Gio,Urshela,Urshela,570482
Pat Valaika,26,519,MLB-NL,Colorado,39,86,79,11,15,5,1,1,4,7,0,34,0,0,0,1,0,0,0.19,0.256,0.316,0.572,Pat,Valaika,Valaika,642162
Breyvic Valera,27,519,MLB-AL,"Toronto,New York",17,52,47,7,11,2,1,1,6,4,0,7,1,0,0,1,0,0,0.234,0.308,0.383,0.691,Breyvic,Valera,Valera,591971
Josh VanMeter,24,519,MLB-NL,Cincinnati,95,260,228,33,54,13,1,8,23,29,0,56,2,0,1,5,9,3,0.237,0.327,0.408,0.735,Josh,VanMeter,VanMeter,642165
Ildemaro Vargas,27,521,MLB-NL,Arizona,92,211,201,25,54,9,1,6,24,9,0,24,0,0,1,6,1,0,0.269,0.299,0.413,0.712,Ildemaro,Vargas,Vargas,545121
Jason Vargas,36,522,MLB-NL,"Philadelphia,New York",24,45,40,0,3,0,0,0,0,0,0,22,0,5,0,1,0,0,0.075,0.075,0.075,0.15,Jason,Vargas,Vargas,450306
Christian Vazquez,28,519,MLB-AL,Boston,138,521,482,66,133,26,1,23,72,33,3,101,0,3,3,17,4,2,0.276,0.32,0.477,0.798,Christian,Vazquez,Vazquez,543877
Felipe Vazquez,27,559,MLB-NL,Pittsburgh,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Felipe,Vazquez,Vazquez,553878
Vince Velasquez,27,521,MLB-NL,Philadelphia,23,36,30,2,7,0,0,1,3,2,0,9,0,4,0,1,0,0,0.233,0.281,0.333,0.615,Vince,Velasquez,Velasquez,592826
Andrew Velazquez,24,519,MLB-AL,"Tampa Bay,Cleveland",15,24,23,3,2,2,0,0,0,1,0,13,0,0,0,0,1,0,0.087,0.125,0.174,0.299,Andrew,Velazquez,Velazquez,623205
Hector Velazquez,30,694,MLB-AL,Boston,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Hector,Velazquez,Velazquez,584171
Alex Verdugo,23,575,MLB-NL,Los Angeles,106,377,343,43,101,22,2,12,44,26,1,49,2,0,6,8,4,1,0.294,0.342,0.475,0.817,Alex,Verdugo,Verdugo,657077
Justin Verlander,36,622,MLB-AL,Houston,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,Justin,Verlander,Verlander,434378
Jonathan Villar,28,519,MLB-AL,Baltimore,162,714,642,111,176,33,5,24,73,61,0,176,4,2,4,8,40,9,0.274,0.339,0.453,0.792,Jonathan,Villar,Villar,542340
Meibrys Viloria,22,521,MLB-AL,Kansas City,42,148,133,7,28,7,0,1,15,10,0,44,0,1,4,4,0,1,0.211,0.259,0.286,0.544,Meibrys,Viloria,Viloria,650619
Nick Vincent,32,647,MLB-NL,San Francisco,3,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Nick,Vincent,Vincent,543883
Daniel Vogelbach,26,519,MLB-AL,Seattle,144,558,462,73,96,17,0,30,76,92,2,149,2,0,2,4,0,0,0.208,0.341,0.439,0.78,Daniel,Vogelbach,Vogelbach,596129
Stephen Vogt,34,520,MLB-NL,San Francisco,98,280,255,30,67,24,2,10,40,20,1,66,1,0,4,1,3,0,0.263,0.314,0.49,0.804,Stephen,Vogt,Vogt,519390
Luke Voit,28,520,MLB-AL,New York,118,510,429,72,113,21,1,21,62,71,2,142,9,0,1,12,0,0,0.263,0.378,0.464,0.842,Luke,Voit,Voit,572228
Austin Voth,27,521,MLB-NL,Washington,6,10,9,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0.111,0.111,0.111,0.222,Austin,Voth,Voth,608723
Joey Votto,35,519,MLB-NL,Cincinnati,142,608,525,79,137,32,1,15,47,76,2,123,4,0,3,14,5,0,0.261,0.357,0.411,0.768,Joey,Votto,Votto,458015
Michael Wacha,27,528,MLB-NL,St. Louis,22,39,36,3,6,1,0,0,3,0,0,21,0,3,0,0,0,0,0.167,0.167,0.194,0.361,Michael,Wacha,Wacha,608379
LaMonte Wade Jr,25,519,MLB-AL,Minnesota,26,69,56,10,11,2,1,2,5,11,0,9,2,0,0,0,0,1,0.196,0.348,0.375,0.723,LaMonte,Wade Jr,Jr,664774
Tyler Wade,24,519,MLB-AL,New York,43,108,94,16,23,3,1,2,11,11,0,28,1,2,0,0,7,0,0.245,0.33,0.362,0.692,Tyler,Wade,Wade,642180
Jacob Waguespack,25,546,MLB-AL,Toronto,2,3,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.0,0.333,0.0,0.333,Jacob,Waguespack,Waguespack,621097
Adam Wainwright,37,520,MLB-NL,St. Louis,29,59,50,6,8,3,0,0,2,2,0,20,0,6,1,0,0,0,0.16,0.189,0.22,0.409,Adam,Wainwright,Wainwright,425794
Marcus Walden,30,694,MLB-AL,Boston,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Marcus,Walden,Walden,519393
Mitch Walding,26,678,MLB-NL,Philadelphia,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Mitch,Walding,Walding,605520
Christian Walker,28,519,MLB-NL,Arizona,152,603,529,86,137,26,1,29,73,67,6,155,6,0,1,11,8,0,0.259,0.348,0.476,0.825,Christian,Walker,Walker,572233
Jeremy Walker,24,571,MLB-NL,Atlanta,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jeremy,Walker,Walker,668683
Neil Walker,33,519,MLB-NL,Miami,115,381,337,37,88,19,1,8,38,42,1,77,1,0,1,8,3,0,0.261,0.344,0.395,0.738,Neil,Walker,Walker,435522
Chad Wallach,27,650,MLB-NL,Miami,19,54,48,4,12,3,0,1,3,6,0,12,0,0,0,0,0,0,0.25,0.333,0.375,0.708,Chad,Wallach,Wallach,595453
Jared Walsh,25,520,MLB-AL,Los Angeles,31,87,79,6,16,5,1,1,5,6,1,35,2,0,0,0,0,0,0.203,0.276,0.329,0.605,Jared,Walsh,Walsh,665120
Donovan Walton,25,519,MLB-AL,Seattle,7,19,16,2,3,0,0,0,2,3,0,5,0,0,0,0,0,1,0.188,0.316,0.188,0.503,Donovan,Walton,Walton,622268
Taylor Ward,25,519,MLB-AL,Los Angeles,20,48,42,4,8,3,0,1,2,6,0,23,0,0,0,1,0,0,0.19,0.292,0.333,0.625,Taylor,Ward,Ward,621493
Luke Weaver,25,645,MLB-NL,Arizona,12,21,19,2,2,0,0,1,4,0,0,11,0,1,1,0,0,0,0.105,0.1,0.263,0.363,Luke,Weaver,Weaver,596133
Jacob Webb,25,642,MLB-NL,Atlanta,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jacob,Webb,Webb,657097
Logan Webb,22,520,MLB-NL,San Francisco,7,11,9,0,1,0,0,0,0,1,0,2,0,1,0,1,0,0,0.111,0.2,0.111,0.311,Logan,Webb,Webb,657277
Joey Wendle,29,519,MLB-AL,Tampa Bay,75,263,238,32,55,13,2,3,19,14,0,47,8,0,3,4,8,3,0.231,0.293,0.34,0.633,Joey,Wendle,Wendle,621563
Zack Wheeler,29,522,MLB-NL,New York,28,64,57,5,12,2,0,1,6,2,0,19,2,3,0,0,0,0,0.211,0.262,0.298,0.561,Zack,Wheeler,Wheeler,554430
Tyler White,28,568,"MLB-NL,MLB-AL","Los Angeles,Houston",83,279,240,18,50,14,0,3,23,36,0,78,0,0,3,7,0,0,0.208,0.308,0.304,0.612,Tyler,White,White,643603
Brad Wieck,27,611,MLB-NL,San Diego,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Brad,Wieck,Wieck,623364
Matt Wieters,33,523,MLB-NL,St. Louis,65,183,168,15,36,4,0,11,27,12,0,47,1,0,2,3,1,0,0.214,0.268,0.435,0.702,Matt,Wieters,Wieters,446308
Aaron Wilkerson,30,561,MLB-NL,Milwaukee,2,3,3,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0.333,0.333,1.333,1.667,Aaron,Wilkerson,Wilkerson,658792
Stevie Wilkerson,27,519,MLB-AL,Baltimore,117,361,329,41,74,18,2,10,35,22,0,108,7,1,2,5,3,3,0.225,0.286,0.383,0.669,Stevie,Wilkerson,Wilkerson,592859
Devin Williams,24,572,MLB-NL,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Devin,Williams,Williams,642207
Mason Williams,27,531,MLB-AL,Baltimore,11,34,30,4,8,1,0,0,2,3,0,6,0,0,1,0,1,0,0.267,0.324,0.3,0.624,Mason,Williams,Williams,592863
Nick Williams,25,519,MLB-NL,Philadelphia,67,112,106,9,16,4,0,2,5,4,0,43,2,0,0,1,0,0,0.151,0.196,0.245,0.442,Nick,Williams,Williams,608384
Taylor Williams,27,533,MLB-NL,Milwaukee,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Taylor,Williams,Williams,592865
Trevor Williams,27,519,MLB-NL,Pittsburgh,22,44,36,2,6,0,0,0,4,2,0,17,0,6,0,0,0,0,0.167,0.211,0.167,0.377,Trevor,Williams,Williams,592866
Mac Williamson,28,596,"MLB-AL,MLB-NL","Seattle,San Francisco",40,144,128,13,20,1,0,4,17,14,0,44,2,0,0,3,2,1,0.156,0.25,0.258,0.508,Mac,Williamson,Williamson,607776
Bobby Wilson,36,583,MLB-AL,Detroit,15,47,44,2,4,1,0,0,2,2,0,11,0,1,0,0,0,0,0.091,0.13,0.114,0.244,Bobby,Wilson,Wilson,435064
Bryse Wilson,21,545,MLB-NL,Atlanta,5,9,9,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0.222,0.222,0.222,0.444,Bryse,Wilson,Wilson,669060
Jesse Winker,25,561,MLB-NL,Cincinnati,113,382,336,51,91,17,2,16,38,38,2,58,8,0,0,10,0,2,0.271,0.359,0.476,0.835,Jesse,Winker,Winker,608385
Dan Winkler,29,626,MLB-NL,Atlanta,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,Dan,Winkler,Winkler,595465
Patrick Wisdom,27,676,MLB-AL,Texas,9,28,26,1,4,1,0,0,1,1,0,15,0,1,0,0,0,0,0.154,0.185,0.192,0.377,Patrick,Wisdom,Wisdom,621550
Matt Wisler,26,661,MLB-NL,San Diego,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Matt,Wisler,Wisler,605538
Asher Wojciechowski,30,551,MLB-AL,Baltimore,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Asher,Wojciechowski,Wojciechowski,592879
Tony Wolters,27,519,MLB-NL,Colorado,121,411,359,42,94,17,2,1,42,36,5,68,8,2,6,9,0,1,0.262,0.337,0.329,0.666,Tony,Wolters,Wolters,547172
Kean Wong,24,522,MLB-AL,"Tampa Bay,Los Angeles",7,18,18,2,3,0,0,0,0,0,0,6,0,0,0,0,0,1,0.167,0.167,0.167,0.333,Kean,Wong,Wong,642221
Kolten Wong,28,529,MLB-NL,St. Louis,148,549,478,61,136,25,4,11,59,47,5,83,13,6,5,2,24,3,0.285,0.361,0.423,0.784,Kolten,Wong,Wong,543939
Alex Wood,28,550,MLB-NL,Cincinnati,7,12,9,0,2,0,0,0,0,0,0,5,0,3,0,0,0,0,0.222,0.222,0.222,0.444,Alex,Wood,Wood,622072
Brandon Woodruff,26,589,MLB-NL,Milwaukee,23,49,45,1,12,4,0,0,4,1,0,20,0,3,0,0,0,0,0.267,0.283,0.356,0.638,Brandon,Woodruff,Woodruff,605540
Kyle Wright,23,592,MLB-NL,Atlanta,4,6,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Kyle,Wright,Wright,657140
Austin Wynns,28,519,MLB-AL,Baltimore,28,74,70,8,15,1,0,1,5,3,0,14,0,1,0,2,0,0,0.214,0.247,0.271,0.518,Austin,Wynns,Wynns,642851
Jordan Yamamoto,23,522,MLB-NL,Miami,16,26,21,0,1,0,0,0,1,1,0,9,0,4,0,1,0,0,0.048,0.091,0.048,0.139,Jordan,Yamamoto,Yamamoto,657141
